invoice_id,invoice_date,posting_date,store_id,customer_id,product_id,quantity,unit_price,gross_amount,discount_amount,net_amount,created_by,store_name,city,region,customer_name,customer_type,join_date
INV000281,2024-02-21,2024-02-24,S002,C001,P018,3,249000,747000,80600.0,666400.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Hadi Santoso,Online,2022-07-18
INV000282,2024-09-01,2024-09-04,S002,C037,P011,5,349000,1745000,255400.0,1489600.0,u_andika,RetailCo Mall Bandung,Bandung,Jawa Barat,Iqbal Kusuma,Online,2021-08-06
INV000283,2024-02-15,2024-02-18,S005,C030,P018,1,149000,149000,31400.0,117600.0,u_gita,RetailCo Denpasar Point,Denpasar,Bali,Dewi Saputra,Retail,2021-11-24
INV000284,2024-03-31,2024-03-31,S004,C064,P006,5,99000,495000,6600.0,488400.0,u_andika,RetailCo Medan Square,Medan,Sumatera Utara,Dewi Anindya,Retail,2021-07-11
INV000285,2024-06-01,2024-06-03,S005,C014,P011,5,249000,1245000,310400.0,934600.0,u_hanif,RetailCo Denpasar Point,Denpasar,Bali,Oktaviani Wibowo,Online,2022-01-29
INV000286,2024-03-09,2024-03-11,S004,C035,P007,2,199000,398000,0.0,398000.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Hadi Rahmawati,Wholesale,2021-11-20
INV000287,2024-08-22,2024-08-25,S003,C024,P001,6,199000,1194000,106700.0,1087300.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Nanda Permata,Online,2022-10-07
INV000288,2024-03-30,2024-04-01,S004,C055,P017,6,99000,594000,83900.0,510100.0,u_gita,RetailCo Medan Square,Medan,Sumatera Utara,Lukman Permata,Wholesale,2022-05-13
INV000289,2024-12-08,2024-12-08,S002,C018,P016,6,149000,894000,107000.0,787000.0,u_andika,RetailCo Mall Bandung,Bandung,Jawa Barat,Kartika Wibowo,Wholesale,2022-03-06
INV000290,2024-05-13,2024-05-14,S002,C058,P025,5,199000,995000,56100.0,938900.0,u_eka,RetailCo Mall Bandung,Bandung,Jawa Barat,Cahya Ramadhani,Online,2021-04-21
INV000291,2024-10-25,2024-10-28,S005,C002,P009,6,349000,2094000,178900.0,1915100.0,u_dwi,RetailCo Denpasar Point,Denpasar,Bali,Putri Hidayat,Retail,2021-07-29
INV000292,2024-02-01,2024-02-04,S001,C060,P010,3,249000,747000,48900.0,698100.0,u_eka,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Gita Hidayat,Retail,2022-01-25
INV000293,2024-12-19,2024-12-19,S003,C048,P020,4,149000,596000,35000.0,561000.0,u_citra,RetailCo Surabaya Center,Surabaya,Jawa Timur,Erika Fauziah,Wholesale,2021-09-05
INV000294,2024-09-01,2024-09-01,S004,C078,P012,7,349000,2443000,389600.0,2053400.0,u_hanif,RetailCo Medan Square,Medan,Sumatera Utara,Vina Utomo,Retail,2022-10-06
INV000295,2024-10-02,2024-10-05,S002,C032,P022,10,99000,990000,123700.0,866300.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Agus Syahputra,Wholesale,2023-12-20
INV000296,2024-09-27,2024-09-30,S003,C010,P019,2,99000,198000,10200.0,187800.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Wahyu Saputra,Retail,2023-02-18
INV000297,2024-10-20,2024-10-22,S002,C022,P011,9,249000,2241000,365200.0,1875800.0,u_bella,RetailCo Mall Bandung,Bandung,Jawa Barat,Vina Pratama,Retail,2021-03-07
INV000298,2024-12-14,2024-12-14,S005,C063,P003,9,249000,2241000,272300.0,1968700.0,u_andika,RetailCo Denpasar Point,Denpasar,Bali,Eka Ramadhani,Online,2021-07-20
INV000299,2024-08-20,2024-08-20,S005,C054,P015,10,99000,990000,155300.0,834700.0,u_hanif,RetailCo Denpasar Point,Denpasar,Bali,Sari Pangestu,Retail,2021-09-28
INV000300,2024-12-10,2024-12-11,S001,C051,P009,1,349000,349000,50300.0,298700.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Mega Hidayat,Retail,2021-05-26
INV000301,2024-10-23,2024-10-23,S001,C055,P012,2,299000,598000,25100.0,572900.0,u_andika,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Lukman Permata,Wholesale,2022-05-13
INV000302,2024-02-05,2024-02-06,S001,C037,P014,3,149000,447000,27200.0,419800.0,u_gita,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Iqbal Kusuma,Online,2021-08-06
INV000303,2024-07-10,2024-07-11,S004,C049,P013,2,349000,698000,106300.0,591700.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Putri Hidayat,Retail,2022-11-24
INV000304,2024-11-30,2024-12-01,S001,C023,P018,7,299000,2093000,298700.0,1794300.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Vina Kurniawan,Wholesale,2021-05-16
INV000305,2024-04-24,2024-04-24,S001,C039,P015,9,249000,2241000,220800.0,2020200.0,u_gita,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Joko Wibowo,Retail,2023-12-23
INV000306,2024-04-27,2024-04-27,S004,C045,P005,5,149000,745000,80600.0,664400.0,u_bella,RetailCo Medan Square,Medan,Sumatera Utara,Kurniasih Kusuma,Wholesale,2023-12-17
INV000307,2024-01-17,2024-01-20,S004,C079,P025,1,149000,149000,28200.0,120800.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Putri Utomo,Wholesale,2021-09-26
INV000308,2024-02-04,2024-02-04,S005,C005,P015,10,349000,3490000,204500.0,3285500.0,u_andika,RetailCo Denpasar Point,Denpasar,Bali,Oki Fauziah,Online,2021-02-24
INV000309,2024-05-05,2024-05-08,S001,C052,P015,4,299000,1196000,165400.0,1030600.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Dewi Hidayat,Retail,2021-03-06
INV000310,2024-01-29,2024-01-29,S005,C038,P008,10,199000,1990000,170800.0,1819200.0,u_fajar,RetailCo Denpasar Point,Denpasar,Bali,Utami Fauziah,Online,2022-02-12
INV000311,2024-05-01,2024-05-02,S002,C067,P008,7,199000,1393000,118100.0,1274900.0,u_eka,RetailCo Mall Bandung,Bandung,Jawa Barat,Kartika Kurniawan,Retail,2023-03-11
INV000312,2024-02-01,2024-02-03,S005,C023,P021,7,299000,2093000,370300.0,1722700.0,u_hanif,RetailCo Denpasar Point,Denpasar,Bali,Vina Kurniawan,Wholesale,2021-05-16
INV000313,2024-01-25,2024-01-26,S004,C068,P011,7,249000,1743000,275000.0,1468000.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Rizky Ramadhani,Wholesale,2023-05-17
INV000314,2024-06-02,2024-06-03,S002,C069,P016,4,149000,596000,93500.0,502500.0,u_eka,RetailCo Mall Bandung,Bandung,Jawa Barat,Kurniasih Pangestu,Retail,2022-01-24
INV000315,2024-12-28,2024-12-28,S004,C008,P018,7,249000,1743000,333600.0,1409400.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Andi Kusuma,Online,2023-05-16
INV000316,2024-07-17,2024-07-17,S003,C027,P011,2,249000,498000,50500.0,447500.0,u_fajar,RetailCo Surabaya Center,Surabaya,Jawa Timur,Kurniasih Anindya,Wholesale,2023-05-28
INV000317,2024-02-17,2024-02-19,S002,C007,P009,7,349000,2443000,360900.0,2082100.0,u_andika,RetailCo Mall Bandung,Bandung,Jawa Barat,Oki Ramadhani,Online,2022-07-24
INV000318,2024-02-07,2024-02-07,S005,C072,P007,8,149000,1192000,93300.0,1098700.0,u_fajar,RetailCo Denpasar Point,Denpasar,Bali,Iqbal Fauziah,Retail,2021-04-27
INV000319,2024-06-04,2024-06-04,S002,C025,P024,2,349000,698000,85600.0,612400.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Nanda Pangestu,Wholesale,2023-07-29
INV000320,2024-05-04,2024-05-07,S005,C027,P013,4,299000,1196000,108700.0,1087300.0,u_fajar,RetailCo Denpasar Point,Denpasar,Bali,Kurniasih Anindya,Wholesale,2023-05-28
INV000321,2024-05-24,2024-05-25,S004,C069,P021,6,199000,1194000,127500.0,1066500.0,u_eka,RetailCo Medan Square,Medan,Sumatera Utara,Kurniasih Pangestu,Retail,2022-01-24
INV000322,2024-07-03,2024-07-05,S004,C060,P004,8,199000,1592000,225500.0,1366500.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Gita Hidayat,Retail,2022-01-25
INV000323,2024-07-08,2024-07-09,S004,C006,P019,4,349000,1396000,59600.0,1336400.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Kurniasih Putra,Online,2023-05-10
INV000324,2024-01-09,2024-01-10,S005,C075,P019,7,199000,1393000,343300.0,1049700.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Bayu Saputra,Online,2022-05-20
INV000325,2024-04-10,2024-04-11,S002,C049,P019,4,249000,996000,29500.0,966500.0,u_fajar,RetailCo Mall Bandung,Bandung,Jawa Barat,Putri Hidayat,Retail,2022-11-24
INV000326,2024-05-11,2024-05-12,S004,C059,P006,6,149000,894000,13400.0,880600.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Gita Pratama,Wholesale,2022-11-26
INV000327,2024-10-06,2024-10-07,S002,C070,P021,1,299000,299000,54100.0,244900.0,u_andika,RetailCo Mall Bandung,Bandung,Jawa Barat,Teguh Putra,Retail,2021-05-05
INV000328,2024-02-08,2024-02-11,S001,C001,P014,3,349000,1047000,162700.0,884300.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Hadi Santoso,Online,2022-07-18
INV000329,2024-02-04,2024-02-07,S002,C002,P007,9,249000,2241000,322000.0,1919000.0,u_fajar,RetailCo Mall Bandung,Bandung,Jawa Barat,Putri Hidayat,Retail,2021-07-29
INV000330,2024-01-31,2024-02-02,S005,C062,P022,8,99000,792000,114000.0,678000.0,u_andika,RetailCo Denpasar Point,Denpasar,Bali,Lestari Utomo,Wholesale,2022-05-27
INV000331,2024-09-29,2024-10-01,S004,C002,P001,9,349000,3141000,311400.0,2829600.0,u_eka,RetailCo Medan Square,Medan,Sumatera Utara,Putri Hidayat,Retail,2021-07-29
INV000332,2024-10-01,2024-10-02,S001,C065,P023,7,149000,1043000,38800.0,1004200.0,u_bella,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Putri Kusuma,Wholesale,2023-09-22
INV000333,2024-02-19,2024-02-21,S002,C031,P007,10,299000,2990000,314900.0,2675100.0,u_eka,RetailCo Mall Bandung,Bandung,Jawa Barat,Dian Syahputra,Retail,2023-02-28
INV000334,2024-06-30,2024-07-01,S004,C011,P012,7,249000,1743000,91700.0,1651300.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Gita Wibowo,Wholesale,2022-06-26
INV000335,2024-12-22,2024-12-22,S003,C011,P021,1,99000,99000,16700.0,82300.0,u_gita,RetailCo Surabaya Center,Surabaya,Jawa Timur,Gita Wibowo,Wholesale,2022-06-26
INV000336,2024-07-13,2024-07-14,S005,C061,P002,1,349000,349000,31300.0,317700.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Kurnia Ramadhani,Retail,2023-05-15
INV000337,2024-02-12,2024-02-13,S004,C043,P019,2,299000,598000,25200.0,572800.0,u_andika,RetailCo Medan Square,Medan,Sumatera Utara,Fajar Pangestu,Retail,2023-12-27
INV000338,2024-04-27,2024-04-27,S005,C061,P009,1,99000,99000,7700.0,91300.0,u_eka,RetailCo Denpasar Point,Denpasar,Bali,Kurnia Ramadhani,Retail,2023-05-15
INV000339,2024-10-05,2024-10-07,S001,C023,P011,1,149000,149000,19200.0,129800.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Vina Kurniawan,Wholesale,2021-05-16
INV000340,2024-12-30,2024-12-31,S001,C039,P006,10,149000,1490000,90200.0,1399800.0,u_gita,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Joko Wibowo,Retail,2023-12-23
INV000341,2024-12-12,2024-12-14,S003,C050,P025,3,349000,1047000,44400.0,1002600.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Budi Permata,Online,2022-04-17
INV000342,2024-09-13,2024-09-16,S003,C007,P004,7,149000,1043000,122100.0,920900.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Oki Ramadhani,Online,2022-07-24
INV000343,2024-06-23,2024-06-25,S005,C077,P013,6,99000,594000,69600.0,524400.0,u_eka,RetailCo Denpasar Point,Denpasar,Bali,Cahya Permata,Online,2023-12-07
INV000344,2024-08-18,2024-08-19,S002,C046,P018,7,249000,1743000,112400.0,1630600.0,u_citra,RetailCo Mall Bandung,Bandung,Jawa Barat,Nadia Mahendra,Retail,2022-02-16
INV000345,2024-12-14,2024-12-16,S004,C011,P025,10,199000,1990000,133400.0,1856600.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Gita Wibowo,Wholesale,2022-06-26
INV000346,2024-12-31,2024-12-31,S001,C035,P005,7,349000,2443000,284000.0,2159000.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Hadi Rahmawati,Wholesale,2021-11-20
INV000347,2024-07-18,2024-07-19,S003,C014,P003,1,199000,199000,0.0,199000.0,u_hanif,RetailCo Surabaya Center,Surabaya,Jawa Timur,Oktaviani Wibowo,Online,2022-01-29
INV000348,2024-07-03,2024-07-04,S001,C017,P003,3,249000,747000,1100.0,745900.0,u_hanif,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Agus Utomo,Wholesale,2023-01-18
INV000349,2024-10-12,2024-10-14,S005,C053,P004,1,99000,99000,4900.0,94100.0,u_fajar,RetailCo Denpasar Point,Denpasar,Bali,Wahyu Wijaya,Online,2022-05-03
INV000350,2024-10-10,2024-10-10,S005,C077,P011,7,99000,693000,58900.0,634100.0,u_eka,RetailCo Denpasar Point,Denpasar,Bali,Cahya Permata,Online,2023-12-07
INV000351,2024-07-30,2024-07-31,S001,C072,P008,10,299000,2990000,364100.0,2625900.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Iqbal Fauziah,Retail,2021-04-27
INV000352,2024-12-16,2024-12-17,S002,C018,P009,5,199000,995000,202300.0,792700.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Kartika Wibowo,Wholesale,2022-03-06
INV000353,2024-03-15,2024-03-15,S002,C056,P009,7,199000,1393000,222900.0,1170100.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Galih Mahendra,Retail,2021-07-13
INV000354,2024-02-09,2024-02-10,S003,C032,P024,8,299000,2392000,212400.0,2179600.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Agus Syahputra,Wholesale,2023-12-20
INV000355,2024-08-22,2024-08-22,S002,C039,P001,7,199000,1393000,137400.0,1255600.0,u_gita,RetailCo Mall Bandung,Bandung,Jawa Barat,Joko Wibowo,Retail,2023-12-23
INV000356,2024-06-17,2024-06-18,S003,C056,P021,10,149000,1490000,44400.0,1445600.0,u_eka,RetailCo Surabaya Center,Surabaya,Jawa Timur,Galih Mahendra,Retail,2021-07-13
INV000357,2024-06-13,2024-06-15,S002,C062,P011,3,249000,747000,73700.0,673300.0,u_fajar,RetailCo Mall Bandung,Bandung,Jawa Barat,Lestari Utomo,Wholesale,2022-05-27
INV000358,2024-05-29,2024-06-01,S004,C074,P008,6,249000,1494000,119200.0,1374800.0,u_eka,RetailCo Medan Square,Medan,Sumatera Utara,Nadia Wijaya,Online,2022-04-27
INV000359,2024-07-20,2024-07-21,S001,C073,P007,10,299000,2990000,366500.0,2623500.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Iqbal Wijaya,Retail,2021-05-21
INV000360,2024-12-15,2024-12-17,S001,C060,P023,4,249000,996000,41900.0,954100.0,u_eka,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Gita Hidayat,Retail,2022-01-25
INV000361,2024-12-20,2024-12-20,S004,C064,P005,5,149000,745000,101600.0,643400.0,u_eka,RetailCo Medan Square,Medan,Sumatera Utara,Dewi Anindya,Retail,2021-07-11
INV000362,2024-12-03,2024-12-03,S004,C049,P003,8,299000,2392000,495800.0,1896200.0,u_hanif,RetailCo Medan Square,Medan,Sumatera Utara,Putri Hidayat,Retail,2022-11-24
INV000363,2024-10-25,2024-10-26,S005,C065,P023,7,299000,2093000,193400.0,1899600.0,u_andika,RetailCo Denpasar Point,Denpasar,Bali,Putri Kusuma,Wholesale,2023-09-22
INV000364,2024-07-03,2024-07-06,S005,C077,P021,2,99000,198000,25400.0,172600.0,u_dwi,RetailCo Denpasar Point,Denpasar,Bali,Cahya Permata,Online,2023-12-07
INV000365,2024-12-02,2024-12-05,S003,C022,P021,10,99000,990000,146800.0,843200.0,u_gita,RetailCo Surabaya Center,Surabaya,Jawa Timur,Vina Pratama,Retail,2021-03-07
INV000366,2024-06-18,2024-06-19,S001,C002,P004,5,149000,745000,53600.0,691400.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Putri Hidayat,Retail,2021-07-29
INV000367,2024-08-16,2024-08-17,S004,C060,P025,10,349000,3490000,403700.0,3086300.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Gita Hidayat,Retail,2022-01-25
INV000368,2024-06-25,2024-06-25,S004,C014,P010,7,99000,693000,69900.0,623100.0,u_bella,RetailCo Medan Square,Medan,Sumatera Utara,Oktaviani Wibowo,Online,2022-01-29
INV000369,2024-03-13,2024-03-14,S003,C044,P015,4,299000,1196000,127800.0,1068200.0,u_hanif,RetailCo Surabaya Center,Surabaya,Jawa Timur,Indra Suryani,Online,2023-09-01
INV000370,2024-06-27,2024-06-28,S001,C057,P024,8,199000,1592000,73100.0,1518900.0,u_bella,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Gita Mahendra,Wholesale,2023-05-18
INV000371,2024-06-02,2024-06-02,S001,C003,P011,2,349000,698000,71000.0,627000.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Kurnia Wijaya,Online,2023-05-15
INV000372,2024-05-04,2024-05-06,S002,C071,P006,6,299000,1794000,241900.0,1552100.0,u_gita,RetailCo Mall Bandung,Bandung,Jawa Barat,Vina Pratama,Retail,2023-09-04
INV000373,2024-08-24,2024-08-24,S004,C024,P006,7,249000,1743000,351400.0,1391600.0,u_andika,RetailCo Medan Square,Medan,Sumatera Utara,Nanda Permata,Online,2022-10-07
INV000374,2024-11-10,2024-11-10,S004,C076,P014,7,99000,693000,115800.0,577200.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Mega Syahputra,Retail,2021-06-17
INV000375,2024-04-15,2024-04-16,S001,C074,P004,9,149000,1341000,336200.0,1004800.0,u_fajar,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Nadia Wijaya,Online,2022-04-27
INV000376,2024-06-15,2024-06-15,S004,C015,P009,8,299000,2392000,110700.0,2281300.0,u_fajar,RetailCo Medan Square,Medan,Sumatera Utara,Eka Pratama,Online,2022-04-12
INV000377,2024-11-01,2024-11-02,S005,C051,P019,2,199000,398000,64100.0,333900.0,u_fajar,RetailCo Denpasar Point,Denpasar,Bali,Mega Hidayat,Retail,2021-05-26
INV000378,2024-08-22,2024-08-24,S002,C039,P020,10,99000,990000,111700.0,878300.0,u_citra,RetailCo Mall Bandung,Bandung,Jawa Barat,Joko Wibowo,Retail,2023-12-23
INV000379,2024-06-09,2024-06-09,S002,C040,P004,3,199000,597000,151200.0,445800.0,u_citra,RetailCo Mall Bandung,Bandung,Jawa Barat,Andi Syahputra,Wholesale,2023-09-28
INV000380,2024-09-18,2024-09-19,S004,C077,P005,10,249000,2490000,108100.0,2381900.0,u_gita,RetailCo Medan Square,Medan,Sumatera Utara,Cahya Permata,Online,2023-12-07
INV000381,2024-04-05,2024-04-06,S005,C023,P018,3,249000,747000,30800.0,716200.0,u_eka,RetailCo Denpasar Point,Denpasar,Bali,Vina Kurniawan,Wholesale,2021-05-16
INV000382,2024-03-12,2024-03-12,S003,C058,P020,1,199000,199000,11600.0,187400.0,u_andika,RetailCo Surabaya Center,Surabaya,Jawa Timur,Cahya Ramadhani,Online,2021-04-21
INV000383,2024-09-05,2024-09-05,S002,C050,P018,9,349000,3141000,0.0,3141000.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Budi Permata,Online,2022-04-17
INV000384,2024-07-28,2024-07-31,S004,C054,P023,8,249000,1992000,125900.0,1866100.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Sari Pangestu,Retail,2021-09-28
INV000385,2024-02-12,2024-02-14,S001,C029,P010,1,199000,199000,9300.0,189700.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Indra Fauziah,Wholesale,2021-07-06
INV000386,2024-10-02,2024-10-03,S002,C059,P019,8,299000,2392000,264400.0,2127600.0,u_bella,RetailCo Mall Bandung,Bandung,Jawa Barat,Gita Pratama,Wholesale,2022-11-26
INV000387,2024-10-20,2024-10-20,S003,C070,P012,9,99000,891000,110400.0,780600.0,u_hanif,RetailCo Surabaya Center,Surabaya,Jawa Timur,Teguh Putra,Retail,2021-05-05
INV000388,2024-10-06,2024-10-06,S004,C014,P024,4,199000,796000,184100.0,611900.0,u_andika,RetailCo Medan Square,Medan,Sumatera Utara,Oktaviani Wibowo,Online,2022-01-29
INV000389,2024-08-18,2024-08-19,S003,C012,P015,2,149000,298000,49600.0,248400.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Citra Ramadhani,Online,2021-09-13
INV000390,2024-10-28,2024-10-31,S003,C079,P021,7,149000,1043000,62200.0,980800.0,u_citra,RetailCo Surabaya Center,Surabaya,Jawa Timur,Putri Utomo,Wholesale,2021-09-26
INV000391,2024-04-15,2024-04-15,S001,C073,P012,9,199000,1791000,66500.0,1724500.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Iqbal Wijaya,Retail,2021-05-21
INV000392,2024-06-14,2024-06-17,S003,C038,P019,5,299000,1495000,201000.0,1294000.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Utami Fauziah,Online,2022-02-12
INV000393,2024-03-10,2024-03-11,S001,C036,P021,3,349000,1047000,7900.0,1039100.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Farhan Santoso,Online,2022-06-24
INV000394,2024-05-07,2024-05-07,S003,C032,P025,7,249000,1743000,397800.0,1345200.0,u_citra,RetailCo Surabaya Center,Surabaya,Jawa Timur,Agus Syahputra,Wholesale,2023-12-20
INV000395,2024-10-22,2024-10-25,S003,C054,P013,8,99000,792000,144600.0,647400.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Sari Pangestu,Retail,2021-09-28
INV000396,2024-07-25,2024-07-27,S003,C048,P015,8,199000,1592000,106900.0,1485100.0,u_andika,RetailCo Surabaya Center,Surabaya,Jawa Timur,Erika Fauziah,Wholesale,2021-09-05
INV000397,2024-02-17,2024-02-20,S004,C046,P003,9,249000,2241000,0.0,2241000.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Nadia Mahendra,Retail,2022-02-16
INV000398,2024-08-07,2024-08-07,S004,C035,P011,5,199000,995000,193800.0,801200.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Hadi Rahmawati,Wholesale,2021-11-20
INV000399,2024-10-16,2024-10-17,S003,C007,P002,2,349000,698000,64200.0,633800.0,u_hanif,RetailCo Surabaya Center,Surabaya,Jawa Timur,Oki Ramadhani,Online,2022-07-24
INV000400,2024-01-09,2024-01-09,S002,C057,P015,1,249000,249000,46500.0,202500.0,u_dwi,RetailCo Mall Bandung,Bandung,Jawa Barat,Gita Mahendra,Wholesale,2023-05-18
INV000401,2024-12-18,2024-12-18,S003,C021,P009,2,349000,698000,0.0,698000.0,u_fajar,RetailCo Surabaya Center,Surabaya,Jawa Timur,Agus Utomo,Online,2022-03-26
INV000402,2024-05-08,2024-05-08,S003,C022,P002,7,349000,2443000,141800.0,2301200.0,u_eka,RetailCo Surabaya Center,Surabaya,Jawa Timur,Vina Pratama,Retail,2021-03-07
INV000403,2024-12-24,2024-12-24,S004,C012,P023,2,99000,198000,19900.0,178100.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Citra Ramadhani,Online,2021-09-13
INV000404,2024-09-01,2024-09-01,S002,C076,P008,9,349000,3141000,324400.0,2816600.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Mega Syahputra,Retail,2021-06-17
INV000405,2024-01-05,2024-01-05,S003,C016,P014,3,249000,747000,51200.0,695800.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Teguh Wijaya,Retail,2021-07-26
INV000406,2024-04-27,2024-04-28,S001,C014,P004,6,199000,1194000,171500.0,1022500.0,u_eka,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Oktaviani Wibowo,Online,2022-01-29
INV000407,2024-03-11,2024-03-12,S002,C019,P003,9,299000,2691000,68000.0,2623000.0,u_andika,RetailCo Mall Bandung,Bandung,Jawa Barat,Sari Wijaya,Online,2021-12-17
INV000408,2024-11-08,2024-11-11,S002,C057,P012,4,349000,1396000,125700.0,1270300.0,u_citra,RetailCo Mall Bandung,Bandung,Jawa Barat,Gita Mahendra,Wholesale,2023-05-18
INV000409,2024-07-29,2024-07-31,S004,C028,P003,2,149000,298000,32300.0,265700.0,u_bella,RetailCo Medan Square,Medan,Sumatera Utara,Mega Kurniawan,Wholesale,2022-03-26
INV000410,2024-10-28,2024-10-31,S004,C045,P014,6,149000,894000,121600.0,772400.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Kurniasih Kusuma,Wholesale,2023-12-17
INV000411,2024-05-21,2024-05-24,S001,C032,P018,10,299000,2990000,447900.0,2542100.0,u_eka,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Agus Syahputra,Wholesale,2023-12-20
INV000412,2024-12-19,2024-12-19,S003,C027,P017,10,299000,2990000,63600.0,2926400.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Kurniasih Anindya,Wholesale,2023-05-28
INV000413,2024-07-19,2024-07-20,S001,C031,P016,7,99000,693000,0.0,693000.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Dian Syahputra,Retail,2023-02-28
INV000414,2024-09-12,2024-09-15,S005,C010,P017,1,199000,199000,37700.0,161300.0,u_fajar,RetailCo Denpasar Point,Denpasar,Bali,Wahyu Saputra,Retail,2023-02-18
INV000415,2024-03-08,2024-03-09,S005,C054,P012,9,349000,3141000,387200.0,2753800.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Sari Pangestu,Retail,2021-09-28
INV000416,2024-08-29,2024-08-29,S001,C076,P003,1,199000,199000,9500.0,189500.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Mega Syahputra,Retail,2021-06-17
INV000417,2024-01-21,2024-01-21,S004,C065,P010,9,249000,2241000,467400.0,1773600.0,u_gita,RetailCo Medan Square,Medan,Sumatera Utara,Putri Kusuma,Wholesale,2023-09-22
INV000418,2024-12-25,2024-12-26,S001,C069,P018,10,149000,1490000,161100.0,1328900.0,u_eka,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Kurniasih Pangestu,Retail,2022-01-24
INV000419,2024-02-12,2024-02-13,S001,C066,P007,3,299000,897000,163700.0,733300.0,u_fajar,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Galih Putra,Wholesale,2021-05-01
INV000420,2024-07-19,2024-07-21,S001,C040,P023,7,349000,2443000,255800.0,2187200.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Andi Syahputra,Wholesale,2023-09-28
